,id,popularity,title,vote_average,vote_count
971,18203,4.762,Big Night,7.1,73
972,9333,7.488,Last Man Standing,6.2,384
974,9400,4.791,Set It Off,6.7,118
975,9401,5.794,2 Days in the Valley,6.1,102
976,12241,3.931,Curdled,6.0,47
977,25739,0.6,L'associé,6.0,3
979,11306,6.135,Extreme Measures,5.8,129
980,9625,6.969,The Glimmer Man,5.1,154
981,10680,8.058,D3: The Mighty Ducks,5.4,166
982,6346,7.17,The Chamber,5.9,87
983,18660,2.573,The Apple Dumpling Gang,6.5,49
985,14821,5.934,Escape to Witch Mountain,6.4,94
986,14136,8.096,The Love Bug,6.3,223
987,10869,7.261,Herbie Rides Again,5.8,146
988,22660,6.102,Old Yeller,7.0,106
989,19186,7.374,The Parent Trap,7.1,142
991,6878,9.658,Homeward Bound: The Incredible Journey,6.7,385
992,15944,2.865,The Shaggy Dog,6.1,32
993,18444,7.272,Swiss Family Robinson,7.1,128
994,20723,3.827,That Darn Cat!,6.7,56
995,173,6.895,"20,000 Leagues Under the Sea",7.0,295
996,864,10.178,Cool Runnings,7.0,894
997,24795,6.07,Angels in the Outfield,5.9,195
998,11224,15.127,Cinderella,6.9,3378
1000,15947,5.82,The Three Caballeros,6.3,238
1001,9078,7.216,The Sword in the Stone,7.2,1806
1003,8367,14.345,Robin Hood: Prince of Thieves,6.8,1566
1004,433,16.63,Mary Poppins,7.6,2425
1005,11360,9.801,Dumbo,6.9,2347
1006,11114,7.069,Pete's Dragon,6.4,326
1007,12335,8.966,Bedknobs and Broomsticks,6.9,467
1008,12092,15.596,Alice in Wonderland,7.1,3027
1009,10948,9.086,The Fox and the Hound,7.1,1586
1010,11229,6.317,Freeway,6.5,150
1011,15121,9.511,The Sound of Music,7.6,1559
1012,562,23.545,Die Hard,7.6,5903
1013,10163,5.691,The Lawnmower Man,5.4,297
1017,11159,5.668,Secrets & Lies,7.5,214
1018,9591,6.797,That Thing You Do!,6.9,372
1022,10938,6.467,Beautiful Thing,7.5,123
1023,11412,8.932,The Long Kiss Goodnight,6.6,499
1024,10586,6.211,The Ghost and the Darkness,6.7,384
1028,23223,1.067,Normal Life,6.2,12
1031,25147,3.441,Jude,6.5,63
1032,9716,7.159,Everyone Says I Love You,6.5,257
1034,454,11.489,Romeo + Juliet,6.7,2539
1035,10218,9.174,Swingers,6.9,356
1036,819,7.521,Sleepers,7.5,1329
1039,11238,8.959,Aladdin and the King of Thieves,6.2,923
1044,1834,3.087,"Murder, My Sweet",7.4,71
1045,26282,1.816,Macao,5.7,11
1047,252,9.265,Willy Wonka & the Chocolate Factory,7.4,1514
1049,16372,5.772,The Innocents,7.6,194
1050,11561,5.813,Sleeper,7.1,345
1051,11302,5.101,Bananas,6.8,295
1052,623,8.281,A Fish Called Wanda,7.3,932
1053,583,7.654,Life of Brian,7.8,1996
1054,12614,5.729,Victor/Victoria,7.1,150
1055,21711,3.677,The Candidate,7.0,58
1056,11575,6.994,The Great Race,7.4,100
1057,475,8.745,Bonnie and Clyde,7.6,623
1058,11331,2.385,The Old Man and the Sea,6.4,42
1059,521,17.435,Dial M for Murder,8.0,988
1060,21202,0.741,Madame Butterfly,5.3,5
1061,88,10.843,Dirty Dancing,7.3,2754
1062,500,16.141,Reservoir Dogs,8.1,6622
1063,792,9.139,Platoon,7.7,1990
1064,8491,5.698,Weekend at Bernie's,6.4,394
1065,402,14.358,Basic Instinct,6.7,1463
1066,10537,6.064,The Doors,6.9,475
1067,11386,5.727,The Crying Game,7.0,294
1068,9504,6.992,Glengarry Glen Ross,7.5,505
1069,15764,6.032,Sophie's Choice,7.5,300
1070,601,17.836,E.T. the Extra-Terrestrial,7.4,6026
1072,25842,3.358,A Christmas Carol,7.1,51
1073,2119,8.446,Days of Thunder,6.1,571
1074,744,15.737,Top Gun,6.8,2948
1076,221,7.25,Rebel Without a Cause,7.6,684
1077,702,7.095,A Streetcar Named Desire,7.8,526
1078,25750,4.026,Children of the Corn IV: The Gathering,4.5,59
1079,17642,0.6,The Leopard Son,0.0,0
1082,9305,4.707,Microcosmos,7.7,97
1084,11112,5.701,The Associate,6.5,79
1085,21612,3.465,The Funeral,7.1,57
1091,1630,8.161,The People vs. Larry Flynt,6.9,443
1092,26626,2.942,Glory Daze,5.5,20
1095,11816,6.665,On Golden Pond,7.5,172
1096,11843,6.7,The Return of the Pink Panther,6.9,199
1097,10379,5.257,Drop Dead Fred,6.1,157
1098,2756,11.579,The Abyss,7.2,1284
1099,790,7.114,The Fog,6.6,544
1100,1103,12.23,Escape from New York,7.1,1234
1101,11298,7.055,The Howling,6.4,258
1102,4480,5.232,Jean de Florette,7.8,209
1103,4481,5.344,Manon of the Spring,7.7,192
1106,10765,8.017,Private Benjamin,6.1,154
1107,762,20.969,Monty Python and the Holy Grail,7.8,2858
1117,10548,5.033,When We Were Kings,7.7,88
1118,531,10.698,The Wrong Trousers,7.6,437
1120,4483,4.306,The Return of Martin Guerre,6.7,46
1121,18919,2.238,Faust,7.4,32
1123,26167,1.967,Raw Deal,7.1,30
1124,26174,1.505,T-Men,6.5,26
1131,659,5.804,The Tin Drum,7.1,151
1134,8074,3.469,2 or 3 Things I Know About Her,6.8,59
1141,10608,5.37,Bob Roberts,6.7,66
1142,11216,15.262,Cinema Paradiso,8.4,1608
1143,7452,7.394,"The Cook, the Thief, His Wife & Her Lover",7.5,227
1145,892,8.568,Delicatessen,7.4,545
1146,1600,6.933,The Double Life of Véronique,7.6,249
1147,26561,2.649,Enchanted April,6.9,36
1148,975,9.814,Paths of Glory,8.3,1075
1149,18129,7.104,The Grifters,6.6,159
1152,409,9.037,The English Patient,7.1,947
1154,10161,7.889,My Left Foot: The Story of Christy Brown,7.7,355
1155,1412,7.167,"sex, lies, and videotape",6.9,306
1157,10409,5.569,Strictly Ballroom,6.4,134
1158,14285,6.695,The Thin Blue Line,7.9,180
1159,2469,7.083,Tie Me Up! Tie Me Down!,7.0,184
1160,10174,2.96,Madonna: Truth or Dare,6.4,55
1162,510,16.568,One Flew Over the Cuckoo's Nest,8.4,5161
1163,11455,7.205,Up in Smoke,6.7,266
1164,1891,17.005,The Empire Strikes Back,8.3,9315
1165,2493,12.09,The Princess Bride,7.7,2243
1166,85,21.907,Raiders of the Lost Ark,7.8,6247
1167,68,9.012,Brazil,7.7,1500
1168,679,16.367,Aliens,7.9,4867
1169,429,18.168,"The Good, the Bad and the Ugly",8.4,3787
1170,13446,5.67,Withnail & I,7.4,245
1171,389,14.26,12 Angry Men,8.4,3503
1172,947,11.069,Lawrence of Arabia,8.0,1352
1173,185,18.484,A Clockwork Orange,8.2,6208
1174,595,8.984,To Kill a Mockingbird,8.1,1223
1175,28,12.711,Apocalypse Now,8.2,3640
1176,335,14.562,Once Upon a Time in the West,8.2,1903
1177,1892,14.334,Return of the Jedi,8.0,7676
1178,144,7.126,Wings of Desire,7.8,442
1179,1092,8.433,The Third Man,8.1,733
1180,769,19.793,GoodFellas,8.4,5250
1181,348,22.446,Alien,8.0,7144
1182,766,8.893,Army of Darkness,7.3,1379
1183,175,8.905,The Big Blue,7.6,655
1184,11645,7.689,Ran,8.1,561
1185,10835,5.918,The Killer,7.8,285
1186,539,19.117,Psycho,8.4,4559
1187,525,10.459,The Blues Brothers,7.7,1823
1188,240,17.584,The Godfather: Part II,8.5,5517
1189,600,16.487,Full Metal Jacket,8.1,4778
1190,530,7.17,A Grand Day Out,7.5,342
1191,10705,7.352,Henry V,7.4,143
1192,279,8.858,Amadeus,8.0,1925
1193,3109,6.185,The Quiet Man,7.4,183
1194,311,13.653,Once Upon a Time in America,8.4,2081
1195,1578,11.616,Raging Bull,7.9,1706
1196,703,8.724,Annie Hall,7.8,1819
1197,9549,7.216,The Right Stuff,7.5,359
1198,1398,10.045,Stalker,8.2,675
1199,387,12.84,Das Boot,8.1,921
1200,9277,8.794,The Sting,8.1,1060
1201,343,5.941,Harold and Maude,7.7,439
1203,490,7.987,The Seventh Seal,8.2,1072
1204,11235,6.689,Local Hero,6.8,120
1205,218,21.136,The Terminator,7.5,6421
1206,763,7.345,Braindead,7.4,664
1207,9665,6.5,Glory,7.5,600
1208,18971,4.693,Rosencrantz & Guildenstern Are Dead,7.4,122
1209,696,7.835,Manhattan,7.8,1056
1210,379,7.324,Miller's Crossing,7.6,695
1211,207,15.45,Dead Poets Society,8.3,5391
1213,1480,6.697,Touch of Evil,7.8,598
1214,9322,16.038,La Femme Nikita,7.2,868
1215,826,10.502,The Bridge on the River Kwai,7.9,860
1216,422,7.716,8½,8.2,786
1217,829,10.17,Chinatown,7.9,1626
1218,828,17.761,The Day the Earth Stood Still,7.5,474
1219,3090,10.842,The Treasure of the Sierra Madre,8.1,455
1220,9964,5.294,Bad Taste,6.5,337
1221,3063,7.587,Duck Soup,7.5,306
1222,13667,6.406,Better Off Dead...,6.9,224
1223,694,17.215,The Shining,8.2,7798
1224,235,19.679,Stand by Me,7.9,2657
1225,832,9.666,M,8.1,805
1226,765,9.317,Evil Dead II,7.6,1249
1227,5925,9.283,The Great Escape,7.9,1152
1228,11778,10.994,The Deer Hunter,8.0,1631
1229,4485,3.436,Diva,7.0,69
1230,137,16.639,Groundhog Day,7.5,3796
1231,33,12.448,Unforgiven,7.9,1820
1232,982,7.846,The Manchurian Candidate,7.8,275
1233,8428,5.465,Pump Up the Volume,7.1,145
1234,212,6.471,Arsenic and Old Lace,7.6,369
1235,105,20.613,Back to the Future,8.2,10288
1236,1633,7.405,Fried Green Tomatoes,7.8,577
1237,11202,9.205,Patton,7.4,493
1238,1554,6.204,Down by Law,7.5,261
1239,149,9.467,Akira,7.9,1507
1240,8009,10.317,Highlander,6.9,1111
1241,903,10.076,Cool Hand Luke,7.8,603
1242,11673,5.792,Cyrano de Bergerac,7.2,263
1243,3034,9.579,Young Frankenstein,7.9,1529
1244,339,5.978,Night on Earth,7.5,301
1245,10404,6.955,Raise the Red Lantern,8.0,255
1246,914,8.51,The Great Dictator,8.4,1364
1247,756,7.903,Fantasia,7.3,1415
1248,288,8.35,High Noon,7.7,576
1249,910,6.475,The Big Sleep,7.7,412
1250,2640,7.416,Heathers,7.4,696
1251,16633,5.326,Somewhere in Time,7.3,175
1252,665,7.914,Ben-Hur,7.7,1112
1253,11031,7.739,This Is Spinal Tap,7.7,637
1254,11314,5.868,Koyaanisqatsi,8.0,248
1255,15143,6.568,Some Kind of Wonderful,6.9,179
1256,89,18.081,Indiana Jones and the Last Crusade,7.8,5056
1257,10322,5.866,Being There,7.7,398
1258,783,8.753,Gandhi,7.5,1117
1259,10644,5.731,The Unbearable Lightness of Being,7.3,167
1260,11257,6.559,A Room with a View,7.1,307
1261,14370,6.549,Real Genius,6.7,168
1262,12104,9.185,Pink Floyd The Wall - Live In Berlin,8.0,606
1263,625,5.618,The Killing Fields,7.6,275
1264,8816,7.749,My Life as a Dog,7.4,98
1265,830,18.8,Forbidden Planet,7.3,359
1266,2323,8.662,Field of Dreams,7.1,635
1267,983,5.611,The Man Who Would Be King,7.6,231
1268,642,13.759,Butch Cassidy and the Sundance Kid,7.6,983
1269,655,8.864,"Paris, Texas",8.1,526
1270,10341,5.305,Until the End of the World,6.7,70
1271,639,9.41,When Harry Met Sally...,7.4,1806
1281,18762,2.187,Blue Juice,3.9,15
1283,8077,16.006,Alien³,6.3,2642
1284,814,9.344,An American Werewolf in London,7.3,931
1289,16235,6.905,Amityville II: The Possession,5.9,114
1290,11449,6.117,The Amityville Horror,6.3,302
1292,25944,2.686,Blood for Dracula,5.7,48
1293,24913,5.375,April Fool's Day,5.7,112
1296,571,11.421,The Birds,7.5,1732
1297,8851,5.787,The Blob,6.2,215
1301,6114,10.656,Dracula,7.3,2106
1302,229,6.263,The Bride of Frankenstein,7.6,341
1303,13549,5.718,Burnt Offerings,6.6,87
1304,9529,8.379,Candyman,6.3,485
1305,1598,8.621,Cape Fear,7.2,1286
1306,11349,5.608,Cape Fear,7.4,192
1307,7340,8.245,Carrie,7.1,1641
1308,6217,6.816,Cat People,5.9,159
1309,377,11.278,A Nightmare on Elm Street,7.2,2239
1310,653,8.441,Nosferatu,7.8,727
1312,794,8.414,The Omen,7.3,805
1314,8744,5.453,Albino Alligator,5.7,80
1315,25189,6.128,The Mirror Has Two Faces,6.6,99
1316,145,6.958,Breaking the Waves,7.4,406
1317,2212,5.763,Nightwatch,6.1,167
1318,199,11.858,Star Trek: First Contact,7.2,900
1319,7863,5.655,Shine,7.4,256
1320,12498,7.225,Sling Blade,7.5,358
1321,9279,8.074,Jingle All the Way,5.7,1103
1323,17204,3.304,Paradise Lost: The Child Murders at Robin Hood Hills,7.8,64
1324,21539,6.275,The Preacher's Wife,5.7,99
1326,12709,4.251,Ridicule,7.0,66
1327,20539,6.299,The Crucible,6.6,218
1328,11674,9.667,101 Dalmatians,5.8,1509
1331,1573,15.686,Die Hard 2,6.8,2821
1332,152,10.234,Star Trek: The Motion Picture,6.4,793
1333,174,6.844,Star Trek VI: The Undiscovered Country,6.9,595
1334,172,9.505,Star Trek V: The Final Frontier,5.7,547
1335,154,8.491,Star Trek II: The Wrath of Khan,7.5,954
1336,157,6.554,Star Trek III: The Search for Spock,6.6,624
1337,168,9.269,Star Trek IV: The Voyage Home,7.2,693
1338,364,12.17,Batman Returns,6.8,2988
1339,11967,17.658,Young Guns,6.7,386
1340,9086,8.714,Young Guns II,6.4,232
1341,621,23.628,Grease,7.4,3508
1342,9037,6.125,Grease 2,5.0,323
1343,10173,5.639,Marked for Death,5.7,174
1346,8845,10.359,Under Siege,6.1,622
1348,578,14.84,Jaws,7.6,4619
1349,579,7.346,Jaws 2,5.9,780
1350,17692,7.077,Jaws 3-D,4.3,494
1351,17795,4.679,My Fellow Americans,6.1,70
1352,75,11.737,Mars Attacks!,6.2,2731
1353,13891,2.684,Citizen Ruth,6.3,43
1354,9390,9.304,Jerry Maguire,6.8,1506
1355,378,8.42,Raising Arizona,7.1,890
1356,10896,2.742,Tin Men,6.6,52
1357,2322,6.259,Sneakers,6.9,420
1360,9819,5.499,Marvin's Room,6.7,251
1364,3179,4.839,Beavis and Butt-Head Do America,6.6,267
1365,1802,6.173,La Cérémonie,7.4,86
1366,4232,12.256,Scream,7.1,2685
1367,9361,8.628,The Last of the Mohicans,7.3,1287
1368,2928,5.94,Michael,5.6,267
1370,10549,5.954,Hamlet,7.5,206
1372,18451,2.067,The Whole Wide World,6.7,17
1375,8818,5.871,Evita,6.2,213
1379,9415,9.478,Murder at 1600,5.9,208
1382,12145,5.997,Fierce Creatures,6.1,140
1385,2892,0.6,Angel Baby,7.0,4
1386,9404,7.313,First Strike,6.4,172
1388,9622,5.929,Beverly Hills Ninja,5.5,316
1389,8860,6.222,Metro,5.5,223
1392,14832,2.616,The Cement Garden,7.5,36
1393,9619,9.991,Dante's Peak,5.9,740
1396,4104,7.947,Benny & Joon,7.1,371
1397,26306,1.907,Prefontaine,6.6,37
1400,14908,2.657,McHale's Navy,4.3,35
1401,784,6.883,Kolya,7.6,62
1402,12489,5.531,Gridlock'd,6.9,85
1404,16448,5.321,Waiting for Guffman,7.2,103
1406,17894,4.477,The Beautician and the Beast,5.3,93
1409,17949,4.218,The Pest,4.7,54
1410,1968,4.874,Fools Rush In,6.1,207
1412,66,7.021,Absolute Power,6.6,368
1413,20735,2.426,That Darn Cat,4.1,26
1414,11419,7.69,Vegas Vacation,5.9,250
1416,25796,1.72,That Old Feeling,7.0,21
1417,638,10.611,Lost Highway,7.6,1033
1418,25624,4.789,Rosewood,6.8,42
1419,9366,8.159,Donnie Brasco,7.5,1969
1421,21915,3.655,Booty Call,5.3,44
1424,18420,2.182,City of Industry,5.8,25
1425,19952,1.553,Best Men,5.7,14
1426,9446,6.738,Jungle 2 Jungle,5.0,216
1428,9403,6.104,Private Parts,6.8,157
1430,10003,6.433,The Saint,6.0,499
1431,9311,6.694,Smilla's Sense of Snow,6.6,102
1432,11844,2.095,The Van,6.2,27
1433,884,5.737,Crash,6.5,366
1435,1624,12.035,Liar Liar,6.5,2619
1437,16052,5.234,Selena,7.0,186
1438,4477,5.887,The Devil's Own,6.0,487
1439,24662,5.483,Cats Don't Dance,6.5,49
1440,18423,1.519,B.A.P.S.,5.0,24
1442,6499,4.757,Turbo: A Power Rangers Movie,4.8,87
1444,9405,9.673,Double Team,4.7,283
1445,12723,5.2,Inventing the Abbotts,6.0,70
1446,9360,8.254,Anaconda,4.9,1099
1447,9434,8.549,Grosse Pointe Blank,7.0,396
1449,21626,1.852,Kissed,6.9,32
1450,13982,3.903,8 Heads in a Duffel Bag,5.2,59
1454,12793,2.803,All Over Me,6.2,27
1457,9611,5.654,Romy and Michele's High School Reunion,6.1,241
1459,10357,10.437,Volcano,5.5,616
1460,9977,1.784,Children of the Revolution,5.3,11
1461,816,8.673,Austin Powers: International Man of Mystery,6.5,1642
1462,2163,6.645,Breakdown,6.6,338
1464,16399,0.788,Commandments,5.6,7
1467,24645,1.202,The Turning,6.0,1
1469,12499,5.924,Fathers' Day,5.3,128
1470,18,25.24,The Fifth Element,7.4,5914
1472,1811,3.125,Nowhere,6.6,51
1478,11239,2.614,Shall We Dance?,7.3,57
1480,15321,1.829,Twin Town,6.4,36
1481,2058,5.98,Addicted to Love,6.1,178
1482,9450,6.865,Brassed Off,7.1,113
1484,330,0.896,The Lost World: Jurassic Park,6.4,4130
1486,16375,2.538,Schizopolis,6.4,38
1490,17770,3.027,Trial and Error,5.3,30
1491,15170,2.697,Buddy,4.1,25
1492,1701,15.668,Con Air,6.6,1992
1494,26422,3.269,The Pillow Book,6.9,59
1496,1639,10.165,Speed 2: Cruise Control,4.3,738
1501,415,9.77,Batman & Robin,4.2,2508
1504,11103,3.839,Head Above Water,5.9,54
1505,11970,13.377,Hercules,7.5,3543
1508,8874,4.947,My Best Friend's Wedding,6.5,1151
1509,17991,3.192,Tetsuo II: Body Hammer,5.9,38
1510,11956,2.418,When the Cat's Away,6.4,38
1511,266,6.258,Contempt,7.5,253
1512,754,14.95,Face/Off,6.9,2491
1518,607,25.588,Men in Black,7.0,7405
1519,18080,2.172,Out to Sea,5.6,32
1521,17834,5.016,A Simple Wish,5.5,78
1522,686,11.586,Contact,7.3,2081
1524,4421,9.453,G.I. Jane,6.2,715
1525,9387,10.597,Conan the Barbarian,6.7,1079
1526,10603,7.216,George of the Jungle,5.4,938
1527,2142,9.313,Cop Land,6.7,613
1528,8413,13.745,Event Horizon,6.5,1145
1529,10336,6.527,Spawn,5.2,519
1530,20737,6.626,Air Bud,5.3,195
1531,9413,6.257,Picture Perfect,5.2,182
1532,14585,3.663,In the Company of Men,7.0,59
1533,18519,5.108,Free Willy 3: The Rescue,5.7,135
1535,8834,8.019,Conspiracy Theory,6.5,669
1536,9458,5.955,Desperate Measures,6.1,88
1537,8854,4.434,Steel,4.2,88
1539,22073,4.145,Hoodlum,6.4,52
1541,4961,9.816,Mimic,5.8,409
1542,9416,6.417,Money Talks,5.9,141
1543,26180,4.367,Excess Baggage,5.5,85
1544,17832,3.224,Kull the Conqueror,5.4,51
1545,9772,9.56,Air Force One,6.3,1329
1546,6072,7.287,One Eight Seven,6.6,226
1547,1669,11.843,The Hunt for Red October,7.4,1471
1548,468,6.752,My Own Private Idaho,7.0,396
1551,10806,6.927,In & Out,6.6,311
1552,9433,8.298,The Edge,6.7,548
1553,6623,7.017,The Peacemaker,5.8,431
1554,2118,9.287,L.A. Confidential,7.8,2169
1555,978,7.227,Seven Years in Tibet,7.1,1111
1556,9437,8.322,Kiss the Girls,6.3,578
1559,10351,7.795,Wishmaster,5.7,192
1561,2649,9.058,The Game,7.6,2730
1562,14289,6.115,Fire Down Below,5.0,133
1563,10155,9.484,U Turn,6.6,292
1565,20457,2.1,The Matchmaker,6.4,24
1566,18355,4.325,The Assignment,6.6,54
1571,2255,10.154,Chasing Amy,6.8,664
1573,9427,6.291,The Full Monty,7.0,726
1575,17589,4.4,Mrs Brown,6.8,66
1576,3597,10.646,I Know What You Did Last Summer,5.8,1245
1577,1813,13.05,The Devil's Advocate,7.3,2460
1579,12628,3.753,Playing God,5.7,45
1581,25099,1.623,"Fast, Cheap & Out of Control",7.9,14
1585,782,19.749,Gattaca,7.5,3066
1587,9827,4.958,Phantoms,5.3,163
1588,1959,2.476,Swept from the Sea,6.6,31
1590,8067,5.795,A Life Less Ordinary,6.3,202
1593,10871,4.255,Switchback,5.9,88
1594,14398,4.218,Gang Related,6.6,54
1595,10890,9.18,Stripes,6.6,386
1597,1281,9.801,Bean,6.4,1132
1599,9770,6.365,Mad City,6.1,126
1600,12616,3.826,One Night Stand,5.8,38
1602,14905,2.85,Welcome to Sarajevo,6.5,37
1603,14583,2.187,Deceiver,6.4,31
1604,11975,7.134,The Rainmaker,6.9,390
1605,4995,11.489,Boogie Nights,7.6,1346
1606,9281,8.132,Witness,7.0,657
1608,563,14.461,Starship Troopers,6.8,2336
1610,19931,4.733,The Joy Luck Club,7.3,53
1612,10215,10.259,Sliding Doors,6.6,587
1613,9823,8.241,Mortal Kombat: Annihilation,4.0,385
1618,9407,5.719,Red Corner,6.1,125
1619,4824,8.942,The Jackal,6.2,839
1620,9444,10.681,Anastasia,7.6,2906
1621,9414,5.241,The Man Who Knew Too Little,6.4,199
1622,8078,15.773,Alien Resurrection,6.0,2237
1624,11831,1.512,Amistad,7.0,598
1625,2895,3.487,The Apostle,6.4,58
1627,19601,3.273,Bent,6.9,51
1630,22797,2.988,The Butcher Boy,6.7,53
1631,2639,6.627,Deconstructing Harry,7.4,323
1632,9574,8.115,Flubber,5.5,1176
1633,10371,5.18,For Richer or Poorer,5.7,91
1634,489,14.851,Good Will Hunting,8.1,5314
1637,9714,21.209,Home Alone 3,5.1,1346
1641,8197,6.787,Midnight in the Garden of Good and Evil,6.4,265
1642,6283,7.25,MouseHunt,6.3,518
1646,4233,9.86,Scream 2,6.3,1530
1648,10217,8.718,The Sweet Hereafter,7.1,173
1650,597,22.938,Titanic,7.8,13353
1651,714,16.18,Tomorrow Never Dies,6.2,1472
1653,12799,0.993,Full Speed,6.4,6
1655,9922,7.322,The Postman,6.1,473
1656,547,8.644,The Horse Whisperer,6.9,549
1657,25994,1.676,The Winter Guest,7.1,19
1658,184,11.325,Jackie Brown,7.3,2809
1659,9746,4.714,Kundun,7.0,165
1660,9438,6.59,Mr. Magoo,4.1,149
1661,115,16.786,The Big Lebowski,7.9,5226
1664,9410,6.178,Great Expectations,6.6,228
1670,12538,5.923,Senseless,5.8,132
1671,586,6.226,Wag the Dog,6.9,412
1672,2666,9.679,Dark City,7.4,1281
1675,11258,7.347,Hard Rain,5.6,296
1676,9490,6.51,Half Baked,6.3,252
1677,9411,7.177,Fallen,6.7,560
1678,25719,2.879,Shooting Fish,6.7,40
1679,9033,4.823,The Prophecy II,5.9,74
1680,11220,6.286,Fallen Angels,7.7,190
1681,21253,2.855,Four Days in September,7.3,41
1682,6116,6.302,Spice World,4.8,211
1683,9457,6.849,Deep Rising,6.1,251
1688,11702,6.059,The Replacement Killers,6.0,184
1689,2923,3.208,B. Monkey,5.6,29
1690,12238,4.768,The Night Flier,5.9,97
1691,11568,6.822,Blues Brothers 2000,5.3,272
1694,11003,8.098,The Wedding Singer,6.6,835
1695,10153,7.518,Sphere,6.0,730
1700,2898,9.068,As Good as It Gets,7.4,1618
1701,9558,6.921,King of New York,6.7,202
1704,26269,4.272,Twilight,6.1,60
1705,11808,10.163,U.S. Marshals,6.3,645
1706,6970,1.292,Welcome to Woop Woop,6.5,11
1708,18205,1.985,Midaq Alley,6.5,15
1710,21736,3.037,Everest,6.7,29
1711,17941,4.319,Hush,5.7,88
1712,10668,6.976,Suicide Kings,6.6,120
1713,9313,9.368,The Man in the Iron Mask,6.5,1915
1715,617,15.327,Wild Things,6.3,700
1718,5910,4.931,Fireworks,7.6,211
1719,9440,9.129,Primary Colors,6.2,140
1728,17127,5.898,The Object of My Affection,5.8,130
1730,17133,2.086,Homegrown,5.5,23
1731,19848,3.004,The Players Club,6.3,28
1732,17644,0.986,Barney's Great Adventure,2.9,11
1733,1774,2.763,The Big One,6.9,38
1736,2157,11.751,Lost in Space,5.2,591
1738,8838,9.424,Mercury Rising,6.2,607
1740,795,11.925,City of Angels,6.6,923
1741,16980,4.535,The Last Days of Disco,6.6,72
1744,9469,6.729,He Got Game,6.8,271
1745,12488,3.922,The Gingerbread Man,5.5,62
1748,267,5.964,Live Flesh,7.1,178
1749,16148,6.128,Zero Effect,6.3,81
1750,21252,3.046,Nil by Mouth,7.1,51
1751,9449,6.159,The Borrowers,5.9,225
1752,6264,3.119,Prince Valiant,5.4,19
1757,15513,1.95,Kissing a Fool,5.7,28
1759,13907,2.27,Kurt & Courtney,6.0,55
1761,10622,6.843,Mr. Nice Guy,6.2,239
1763,17139,3.434,Character,7.6,44
1765,10216,12.798,Species II,4.6,251
1766,9771,2.442,Major League: Back to the Minors,4.3,37
1767,24560,2.613,Sour Grapes,5.3,15
1769,9448,6.827,The Big Hit,5.9,172
1771,18316,5.008,Black Dog,5.2,68
1775,4415,6.853,Les Misérables,7.2,260
1778,8656,11.184,Deep Impact,6.0,1372
1783,18937,7.403,Quest for Camelot,6.9,381
1784,929,9.709,Godzilla,5.5,1769
1785,9452,7.212,Bulworth,6.3,102
1786,1878,10.697,Fear and Loathing in Las Vegas,7.2,2181
1787,9844,7.19,The Opposite of Sex,6.0,84
1789,14342,7.22,Almost Heroes,5.6,71
1790,9715,5.81,Hope Floats,6.0,167
1791,26610,4.837,Insomnia,6.7,77
1792,20064,1.802,Little Boy Blue,5.9,9
1794,1965,7.48,A Perfect Murder,6.4,519
1795,312,1.865,Beyond Silence,7.1,22
1796,6068,7.464,Six Days Seven Nights,5.7,580
1797,15037,7.149,Can't Hardly Wait,6.2,197
1800,17044,1.962,The Land Girls,6.5,6
1802,21334,6.088,Children of Heaven,7.9,199
1809,10674,15.249,Mulan,7.9,4351
1811,846,8.931,The X Files,6.7,717
